Positives,Negatives,Polars,NonPolars
0.0,0.0,0.0,1.0
0.07142857142857142,0.14285714285714285,0.21428571428571427,0.5714285714285714
0.0,0.0,0.3333333333333333,0.6666666666666666
0.11764705882352941,0.058823529411764705,0.11764705882352941,0.7058823529411765
0.23076923076923078,0.15384615384615385,0.07692307692307693,0.5384615384615384
0.1,0.0,0.1,0.8
0.25,0.05,0.0,0.7
0.08333333333333333,0.0,0.08333333333333333,0.8333333333333334
0.15789473684210525,0.2631578947368421,0.15789473684210525,0.42105263157894735
0.0,0.0,0.2,0.8
0.06896551724137931,0.10344827586206896,0.13793103448275862,0.6896551724137931
0.2,0.2,0.13333333333333333,0.4666666666666667
0.23076923076923078,0.23076923076923078,0.15384615384615385,0.38461538461538464
0.2,0.16,0.12,0.52
0.1875,0.25,0.125,0.4375
0.0,0.0,0.0,1.0
0.2727272727272727,0.09090909090909091,0.09090909090909091,0.5454545454545454
0.1,0.0,0.1,0.8
0.13333333333333333,0.06666666666666667,0.06666666666666667,0.7333333333333333
0.0,0.0,0.14285714285714285,0.8571428571428571
0.0,0.0,0.25,0.75
0.13043478260869565,0.043478260869565216,0.2608695652173913,0.5652173913043478
0.21739130434782608,0.08695652173913043,0.043478260869565216,0.6521739130434783
0.16666666666666666,0.05555555555555555,0.2777777777777778,0.5
0.14814814814814814,0.037037037037037035,0.14814814814814814,0.6666666666666666
0.24,0.16,0.08,0.52
0.07407407407407407,0.0,0.18518518518518517,0.7407407407407407
0.21428571428571427,0.14285714285714285,0.07142857142857142,0.5714285714285714
0.2857142857142857,0.07142857142857142,0.0,0.6428571428571429
0.0,0.3333333333333333,0.0,0.6666666666666666
0.07692307692307693,0.07692307692307693,0.038461538461538464,0.8076923076923077
0.0,0.0,0.2,0.8
0.20833333333333334,0.125,0.125,0.5416666666666666
0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0
0.0,0.125,0.375,0.5
0.18518518518518517,0.3333333333333333,0.1111111111111111,0.37037037037037035
0.3157894736842105,0.2631578947368421,0.10526315789473684,0.3157894736842105
0.2727272727272727,0.3181818181818182,0.045454545454545456,0.36363636363636365
0.2916666666666667,0.2916666666666667,0.125,0.2916666666666667
0.3,0.36666666666666664,0.0,0.3333333333333333
0.26666666666666666,0.26666666666666666,0.13333333333333333,0.3333333333333333
0.25,0.375,0.125,0.25
0.17857142857142858,0.32142857142857145,0.14285714285714285,0.35714285714285715
0.2,0.3,0.1,0.4
0.2916666666666667,0.4583333333333333,0.0,0.25
0.0,0.1111111111111111,0.3333333333333333,0.5555555555555556
0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714
0.23076923076923078,0.46153846153846156,0.038461538461538464,0.2692307692307692
0.16666666666666666,0.2777777777777778,0.2777777777777778,0.2777777777777778
0.3333333333333333,0.0,0.0,0.6666666666666666
0.2,0.13333333333333333,0.2,0.4666666666666667
0.20689655172413793,0.27586206896551724,0.10344827586206896,0.41379310344827586
0.25,0.25,0.0625,0.4375
0.0,0.0,0.2,0.8
0.3,0.3,0.0,0.4
0.17647058823529413,0.29411764705882354,0.11764705882352941,0.4117647058823529
0.3,0.2,0.1,0.4
0.23809523809523808,0.2857142857142857,0.2857142857142857,0.19047619047619047
0.0,0.1111111111111111,0.0,0.8888888888888888
0.30434782608695654,0.5217391304347826,0.0,0.17391304347826086
0.20833333333333334,0.3333333333333333,0.125,0.3333333333333333
0.20689655172413793,0.3448275862068966,0.034482758620689655,0.41379310344827586
0.047619047619047616,0.2857142857142857,0.047619047619047616,0.6190476190476191
0.16,0.32,0.12,0.4
0.13636363636363635,0.18181818181818182,0.045454545454545456,0.6363636363636364
0.17647058823529413,0.17647058823529413,0.058823529411764705,0.5882352941176471
0.2,0.2,0.2,0.4
0.0,0.0,0.16666666666666666,0.8333333333333334
0.0,0.0,0.16666666666666666,0.8333333333333334
