,Positives,Negatives,Polars,NonPolars
0,0,0,2,3
1,8,12,1,7
2,0,2,2,7
3,6,7,1,7
4,2,5,1,6
5,0,1,0,5
6,1,4,1,8
7,3,7,0,12
8,0,0,2,8
9,3,4,2,6
10,5,6,0,19
11,4,8,3,11
12,4,7,1,5
13,1,3,2,5
14,0,3,2,7
15,2,3,4,19
16,0,4,2,8
17,2,6,1,5
18,3,6,4,5
19,4,7,2,10
20,7,10,2,8
21,0,2,2,5
22,4,11,1,8
23,2,6,2,11
24,3,3,1,8
25,1,1,1,3
26,1,5,1,7
27,4,6,3,5
28,6,8,2,9
29,1,11,0,7
30,4,9,3,9
31,1,3,1,6
32,0,2,0,9
33,5,9,5,9
34,0,4,2,9
