Positives,Negatives,Polars,NonPolars
0.18,0.14,0.0,0.68
0.18556701030927836,0.20618556701030927,0.09278350515463918,0.5154639175257731
0.09411764705882353,0.03529411764705882,0.07058823529411765,0.8
0.109375,0.171875,0.046875,0.671875
0.14285714285714285,0.12987012987012986,0.025974025974025976,0.7012987012987013
0.17073170731707318,0.23170731707317074,0.07317073170731707,0.524390243902439
0.07142857142857142,0.09183673469387756,0.16326530612244897,0.673469387755102
0.09523809523809523,0.11904761904761904,0.09523809523809523,0.6904761904761905
0.15714285714285714,0.18571428571428572,0.1,0.5571428571428572
0.1724137931034483,0.3103448275862069,0.06896551724137931,0.4482758620689655
0.0,0.034482758620689655,0.06896551724137931,0.896551724137931
0.16883116883116883,0.19480519480519481,0.15584415584415584,0.4805194805194805
0.12121212121212122,0.15151515151515152,0.15151515151515152,0.5757575757575758
0.11428571428571428,0.15714285714285714,0.05714285714285714,0.6714285714285714
0.15853658536585366,0.15853658536585366,0.08536585365853659,0.5975609756097561
0.26666666666666666,0.3333333333333333,0.12222222222222222,0.2777777777777778
0.4642857142857143,0.08928571428571429,0.017857142857142856,0.42857142857142855
0.2,0.23333333333333334,0.1,0.4666666666666667
0.22535211267605634,0.2535211267605634,0.11267605633802817,0.4084507042253521
0.19148936170212766,0.26595744680851063,0.1276595744680851,0.4148936170212766
0.21794871794871795,0.2564102564102564,0.08974358974358974,0.4358974358974359
0.0967741935483871,0.12903225806451613,0.12903225806451613,0.6451612903225806
0.28,0.44,0.12,0.16
0.3076923076923077,0.4230769230769231,0.038461538461538464,0.23076923076923078
0.0,0.3333333333333333,0.5,0.16666666666666666
0.2692307692307692,0.4230769230769231,0.038461538461538464,0.2692307692307692
0.3,0.3333333333333333,0.06666666666666667,0.3
0.21052631578947367,0.21052631578947367,0.05263157894736842,0.5263157894736842
0.10344827586206896,0.10344827586206896,0.034482758620689655,0.7586206896551724
0.23076923076923078,0.23076923076923078,0.23076923076923078,0.3076923076923077
0.1111111111111111,0.3888888888888889,0.05555555555555555,0.4444444444444444
0.23076923076923078,0.38461538461538464,0.15384615384615385,0.23076923076923078
0.16666666666666666,0.3333333333333333,0.05555555555555555,0.4444444444444444
0.25,0.08333333333333333,0.0,0.6666666666666666
0.11764705882352941,0.4117647058823529,0.058823529411764705,0.4117647058823529
0.25,0.4166666666666667,0.08333333333333333,0.25
0.1,0.5,0.0,0.4
0.19047619047619047,0.3333333333333333,0.047619047619047616,0.42857142857142855
0.3333333333333333,0.4666666666666667,0.0,0.2
0.2,0.4,0.0,0.4
0.35714285714285715,0.2857142857142857,0.0,0.35714285714285715
0.21428571428571427,0.2857142857142857,0.07142857142857142,0.42857142857142855
0.15384615384615385,0.2692307692307692,0.11538461538461539,0.46153846153846156
0.2777777777777778,0.05555555555555555,0.0,0.6666666666666666
0.2222222222222222,0.3333333333333333,0.16666666666666666,0.2777777777777778
0.0,0.0,0.1111111111111111,0.8888888888888888
0.0,0.125,0.0,0.875
0.4166666666666667,0.3333333333333333,0.0,0.25
0.3,0.3,0.0,0.4
0.1111111111111111,0.07407407407407407,0.07407407407407407,0.7407407407407407
0.1111111111111111,0.1111111111111111,0.0,0.7777777777777778
0.06896551724137931,0.2413793103448276,0.1724137931034483,0.5172413793103449
0.16666666666666666,0.16666666666666666,0.0,0.6666666666666666
0.1724137931034483,0.27586206896551724,0.034482758620689655,0.5172413793103449
0.2,0.26666666666666666,0.06666666666666667,0.4666666666666667
0.06666666666666667,0.3333333333333333,0.06666666666666667,0.5333333333333333
0.17391304347826086,0.2608695652173913,0.08695652173913043,0.4782608695652174
0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
0.10526315789473684,0.2631578947368421,0.10526315789473684,0.5263157894736842
0.21052631578947367,0.2631578947368421,0.0,0.5263157894736842
0.0,0.0,0.0,1.0
0.0,0.2,0.2,0.6
