1.119317973802365529e+00 -4.228266903169268232e-01 -2.722806816620927384e-01 5.159143515073699726e-01 9.727718599749479722e-01 -4.242538466743763781e-01 -3.984568064591536563e-01 -5.086495823175171127e-01 -1.030751104233216531e-01 1.283830341667738129e+00
1.459795797879137602e+00 -3.232192432981441099e-01 -4.568452547398855756e-01 6.743395557914656502e-01 8.646249156661861557e-01 -5.263124265863142748e-01 -2.137210900432943428e-01 -6.435854718551500264e-01 -3.268540581084753427e-01 1.614332018222201626e+00
1.052211169528550982e+00 -4.716543556573647433e-01 -3.120053338875951043e-01 4.783601723507158732e-01 1.137760105472115812e+00 -5.976956277517675442e-01 7.870646072512466063e-02 -8.010805054504160916e-01 -2.033447649605919227e-01 1.235833385561361020e+00
1.176998197688809311e+00 -3.177289734484362027e-01 -4.671606079509147968e-01 6.653750580423533068e-01 1.412628529297062840e+00 -3.994592421975867724e-01 7.042539615726245428e-02 -8.801202963780467847e-01 -1.810247559634322601e-01 1.128878989227349638e+00
1.240788972236491539e+00 -2.622601579547021999e-01 -4.962091060660155928e-01 8.083897329506170015e-01 1.365708400061143912e+00 -4.790187193656946785e-01 7.893583650284541342e-02 -6.896759663535261264e-01 -1.109814378131469964e-01 1.450979496298377747e+00
1.468184382871821958e+00 -2.993904812137069826e-01 -4.071950603136562652e-01 8.390024934778309573e-01 1.229026015150731510e+00 -5.323389169175904989e-01 9.941806563337240998e-02 -5.411778530580946267e-01 -3.806443543238603455e-01 1.278374004044227075e+00
1.275101720128269722e+00 -3.808788046894723833e-01 -5.449282837691724612e-01 6.256085475533583740e-01 1.409560846188389949e+00 -4.881236163108150783e-01 -2.385067361456907897e-02 -6.528274846441594059e-01 -2.672043175236192281e-01 1.047372597257935523e+00
1.207150899484546125e+00 -2.806888190584952425e-01 -5.654661117719401719e-01 5.493542764385130894e-01 1.353751876450621117e+00 -5.322660029804148207e-01 2.625239034805816885e-01 -9.115372449063138260e-01 -1.900083584052046082e-01 1.249166175040268278e+00
1.308524003313737305e+00 -2.699651543297927336e-01 -3.527063498830267374e-01 8.846882309786066045e-01 1.348600259278889490e+00 -4.429713280789056018e-01 4.188459842338705386e-01 -7.193100551193674086e-01 4.244708344562030805e-02 1.413562177709325018e+00
1.115173710759040926e+00 -3.479338198227722168e-01 -5.326671859557942090e-01 6.924015268687947477e-01 1.541444820383750525e+00 -6.096842373709754348e-01 2.377720175099599931e-01 -9.440166962117619853e-01 1.366667340177111778e-01 7.206671617335949076e-01
1.309106093290983042e+00 -6.305923075582356985e-01 -3.523500534694590930e-02 8.512501652945821951e-01 1.295152401590555336e+00 -2.518025615686315666e-01 1.137474243265679946e-01 -3.883676755919220347e-01 -2.002102117943508619e-01 1.539601776909918174e+00
1.211925860649900155e+00 -4.579856387847268118e-01 -1.640528648450764737e-01 5.668119825819887270e-01 1.198123664692090307e+00 -4.728737335494864191e-01 9.627586237229059096e-02 -5.872739431828161161e-01 -3.933939562360957987e-01 1.406531703252102528e+00
1.117454044843802174e+00 -4.185700026184874245e-01 -3.535286235518546039e-01 7.430602382427929919e-01 1.369067383809880134e+00 -4.885320409103925399e-01 2.315971263454107143e-01 -1.026583684128027363e+00 -4.308994282046009205e-01 1.502548211787255728e+00
9.209036102688802350e-01 -5.224909929681935683e-01 -3.467282093220941941e-01 8.389284256644570226e-01 1.768989647465676107e+00 -4.615973009526154192e-01 3.887719781188653245e-01 -9.771803076977494396e-01 -1.465107300733301532e-01 7.059985359066968114e-01
8.241071635592328581e-01 -6.073712938212535439e-01 -5.414103277078706755e-01 6.812641507956311848e-01 1.876787810563472991e+00 -8.325982046912179246e-01 3.487668151718154586e-01 -1.401121416235418415e+00 4.341120843316725875e-02 3.837240296909444348e-01
